strain	TE	absence_detection	presence_detection	combination	read_number_absence	left_match_length	left_match_id	polyAT_left	left_coverage	left_repeat	left_read_number_presence	left_filtered_read_number_presence	right_match_length	right_match_id	polyAT_right	right_coverage	right_repeat	right_read_number_presence	right_filtered_read_number_presence
SRR2033160	FBti0019460	absent	present	polymorphic	3	60	100.00(0/60)		15.90		7	7	60	100.00(0/60)		6.89		4	4
SRR2033160	FBti0019278	absent	present	polymorphic	7	60	100.00(0/60)		17.03	(CGCTT)n	10	10	60	100.00(0/60)		11.86		10	10
SRR2033160	FBti0019163	absent	present	polymorphic	7	60	100.00(0/60)		16.81		6	6	60	100.00(0/60)		13.39		10	10
SRR2033160	FBti0062877	present	present	present	0	60	100.00(0/60)		18.49		18	18	60	96.67(2/60)		21.62		12	12
SRR2033160	FBti0063311		present	polymorphic		60	100.00(0/60)		27.07	BEL-1_DRh-I	25	25	60	100.00(0/60)		26.99		15	15
SRR2033160	FBti0062607		present	polymorphic		60	98.33(1/60)		28.01	DNAREP1_DSim	12	12	60	100.00(0/60)		21.28	DNAREP1_DYak	11	11
SRR2033160	FBti0062243	present	present	present	0	60	100.00(0/60)		13.39		11	11	60	100.00(0/60)		13.16		10	10
SRR2033160	FBti0019073	absent	present	polymorphic	3	60	100.00(0/60)		8.98		7	7	60	100.00(0/60)		10.70		5	5
SRR2033160	FBti0020133	absent	present	polymorphic	3	60	100.00(0/60)		5.20	(TAAT)n	4	4	60	100.00(0/60)		8.79		1	1
SRR2033160	FBti0060145	present	present	present	0	60	100.00(0/60)		17.51		11	11	60	98.33(1/60)		20.08		16	16
SRR2033160	FBti0019344	present	present	present	0	60	100.00(0/60)		6.86		2	2	60	100.00(0/60)		36.52		25	25
SRR2033160	FBti0061337	present	present	present	0	60	100.00(0/60)		24.38		13	13	60	100.00(0/60)		18.74		10	10
SRR2033160	FBti0062971	present	present	present	0	60	100.00(0/60)		30.63		18	18	60	100.00(0/60)		28.96		25	25
SRR2033160	FBti0019009	absent	present	polymorphic	12	60	100.00(0/60)		17.23		4	4	60	100.00(0/60)		15.11		11	11
SRR2033160	FBti0019579	absent	present	polymorphic	6	60	100.00(0/60)		10.33		0	0	60	100.00(0/60)		13.71		10	10
SRR2033160	FBti0060093	present	present	present	0	60	100.00(0/60)		33.69		21	21	60	98.33(1/60)		21.72		13	13
SRR2033160	FBti0019543	absent	absent	absent	6	0	0(0/0)		7.17		0	0	-14	0(0/0)		7.53	(AC)n	0	0
SRR2033160	FBti0019085	present	present	present	0	60	100.00(0/60)		25.01		15	15	60	100.00(0/60)		25.21		16	16
SRR2033160	FBti0019198	absent	present	polymorphic	2	60	100.00(0/60)		11.34		5	5	60	100.00(0/60)	poly(A)5	3.88		0	0
SRR2033160	FBti0019220	absent	present	polymorphic	14	60	100.00(0/60)		16.93		10	10	60	100.00(0/60)		7.38		2	2
SRR2033160	FBti0019063	present	absent	no_data	0	-10	0(0/0)		1.09	(TA)n	0	0	-6	0(0/0)		5.40		0	0
SRR2033160	FBti0062349	present	present	present	0	60	100.00(0/60)		16.62	Gypsy-4_DBi-LTR	11	11	60	100.00(0/60)		22.74		20	20
SRR2033160	FBti0062669	present	present	present	0	60	100.00(0/60)		6.22	(TA)n	3	3	60	100.00(0/60)		22.72		13	13
SRR2033160	FBti0019569	absent	present	polymorphic	6	25	100.00(0/25)		7.38		0	0	60	100.00(0/60)		9.89		5	5
SRR2033160	FBti0020030	absent	present	polymorphic	9	60	100.00(0/60)		19.16		12	12	53	100.00(0/60)		10.71	(TGT)n	0	0
SRR2033160	FBti0062779	present	present	present	0	60	100.00(0/60)		23.09		19	19	60	100.00(0/60)		14.59		6	6
SRR2033160	FBti0020434	present	present	present	0	60	100.00(0/60)		17.29		16	16	60	100.00(0/60)		14.84		8	8
SRR2033160	FBti0019609	absent	present	polymorphic	6	60	100.00(0/60)		11.20		5	5	60	100.00(0/60)		5.88		1	1
SRR2033160	FBti0019580	absent	present	polymorphic	1	60	100.00(0/60)		17.27	(TG)n	9	9	60	100.00(0/60)		9.30	(TG)n	6	6
SRR2033160	FBti0019353	present	present	present	0	60	100.00(0/60)		13.51		4	4	-30	0(0/0)		0.82	(AT)n	0	0
SRR2033160	FBti0019101	absent	present	polymorphic	1	60	100.00(0/60)		18.31		13	13	60	100.00(0/60)		7.06		5	5
SRR2033160	FBti0019722	present	present	present	0	60	100.00(0/60)		4.54	(ATA)n	3	3	60	100.00(0/60)		16.22		8	8
SRR2033160	FBti0020207		present	polymorphic		60	100.00(0/60)		19.20	DNAREP1_DSim	11	11	60	100.00(0/60)		21.06		7	7
SRR2033160	FBti0020114	present	present	present	0	60	100.00(0/60)		14.19		5	5	60	98.33(1/60)		26.54		13	13
SRR2033160	FBti0020204	absent	absent	absent	10	-1	0(0/0)		8.65		0	0	-3	0(0/0)	poly(A)6	3.95		0	0
SRR2033160	FBti0018862	present	present	present	0	60	100.00(0/60)		19.23		9	9	60	100.00(0/60)		31.18		17	17
SRR2033160	FBti0019389	absent	present	polymorphic	5	60	100.00(0/60)		6.85		3	3	60	100.00(0/60)		25.85		8	8
SRR2033160	FBti0062603		present	polymorphic		60	100.00(0/60)		16.24	DNAREP1_DSim	8	8	60	100.00(0/60)		16.23		8	8
SRR2033160	FBti0020127	absent	present	polymorphic	2	60	100.00(0/60)		2.34		1	1	56	100.00(0/56)		5.45		0	0
SRR2033160	FBti0019099	absent	present	polymorphic	8	60	100.00(0/60)		13.64		4	4	60	100.00(0/60)		10.99		4	4
SRR2033160	FBti0062812	present	present	present	0	60	100.00(0/60)		8.46		9	9	60	100.00(0/60)		16.57	DNAREP1_DSim	2	2
SRR2033160	FBti0060030	present	present	present	0	60	100.00(0/60)		28.79	PROTOP_B	21	21	60	100.00(0/60)		26.14		30	30
SRR2033160	FBti0019392	absent	present	polymorphic	8	60	100.00(0/60)		26.46		11	11	60	100.00(0/60)		8.26		1	1
SRR2033160	FBti0063548		present	polymorphic		60	100.00(0/60)		29.06	DNAREP1_DSim	19	19	60	100.00(0/60)		29.69	FW3_DM	24	24
SRR2033160	FBti0059931		present	polymorphic		60	100.00(0/60)		24.96		17	17	60	100.00(0/60)		18.48	BEL_I	7	7
SRR2033160	FBti0019338	absent	present	polymorphic	4	60	100.00(0/60)		13.88		6	6	60	100.00(0/60)		8.61		5	5
SRR2033160	FBti0063442	present	present	present	0	60	100.00(0/60)		24.18		8	8	60	100.00(0/60)		26.73		26	26
SRR2033160	FBti0063061	absent	present	polymorphic	4	60	100.00(0/60)		9.91		5	5	60	100.00(0/60)		13.25	Helitron-N3_DT	5	5
SRR2033160	FBti0019168	absent	present	polymorphic	8	60	100.00(0/60)		12.24		10	10	60	100.00(0/60)		17.01		9	9
SRR2033160	FBti0019123	absent	present	polymorphic	3	60	100.00(0/60)		14.90		5	5	60	100.00(0/60)		4.82	A-rich	1	1
SRR2033160	FBti0060073	present	present	present	0	60	98.33(1/60)		14.01		5	5	60	100.00(0/60)		27.04		17	17
SRR2033160	FBti0019463	absent	present	polymorphic	7	60	100.00(0/60)		14.97		7	7	60	100.00(0/60)		15.36		9	9
SRR2033160	FBti0019107	absent	present	polymorphic	12	60	100.00(0/60)		23.86		14	14	60	100.00(0/60)		18.65	(GGA)n	9	9
SRR2033160	FBti0062978	present	present	present	0	60	100.00(0/60)		8.91	(TTAAA)n	3	3	60	100.00(0/60)		16.46		15	15
SRR2033160	FBti0019104	absent	present	polymorphic	7	60	100.00(0/60)		8.81		4	4	60	100.00(0/60)		3.92		1	1
SRR2033160	FBti0018989	absent	present	polymorphic	4	13	100.00(0/13)		6.15		0	0	60	100.00(0/60)		12.93		2	2
SRR2033160	FBti0019603	present	present	present	0	60	100.00(0/60)		5.09		5	5	60	100.00(0/60)		9.78		7	7
SRR2033160	FBti0062554	present	present	present	0	60	100.00(0/60)		7.78		3	3	60	100.00(0/60)		8.26		4	4
SRR2033160	FBti0019079	absent	present	polymorphic	7	60	100.00(0/60)		14.74		7	7	60	100.00(0/60)		16.86		4	4
SRR2033160	FBti0020184	absent	absent	absent	10	-4	0(0/0)		3.84		0	0	-30	0(0/0)		3.33		0	0
SRR2033160	FBti0060307	present	present	present	0	60	93.33(4/60)		13.78		3	3	60	100.00(0/60)		11.71		5	5
SRR2033160	FBti0060058		present	polymorphic		60	100.00(0/60)		37.95	Gypsy-13_DSim-I	30	30	60	98.33(1/60)		26.66	Mariner-9_DRh	9	9
SRR2033160	FBti0019483	present	present	present	0	60	100.00(0/60)		3.59		3	3	60	100.00(0/60)		27.69		22	22
SRR2033160	FBti0019202	present	present	present	0	60	100.00(0/60)		14.74		14	14	60	100.00(0/60)		14.38		13	13
SRR2033160	FBti0062895	present	present	present	0	60	100.00(0/60)		18.66		19	19	60	100.00(0/60)		20.73		12	12
SRR2033160	FBti0063451	present	present	present	0	60	100.00(0/60)		21.59		14	14	60	100.00(0/60)		16.29		10	10
SRR2033160	FBti0059934		present	polymorphic		60	98.33(1/60)		31.17	ZAM_LTR	16	16	60	100.00(0/60)		29.07		22	22
SRR2033160	FBti0060664		present	polymorphic		60	100.00(0/60)		12.24	BARI1	11	11	60	98.33(1/60)		9.82		5	5
SRR2033160	FBti0019398	absent	present	polymorphic	5	60	100.00(0/60)	poly(A)4	5.06		0	0	60	100.00(0/60)		8.93		6	6
SRR2033160	FBti0060715	absent	present	polymorphic	3	60	98.33(1/60)		10.60		5	5	60	100.00(0/60)		7.04		2	2
SRR2033160	FBti0063957		present	polymorphic		60	100.00(0/60)		21.93		15	15	60	100.00(0/60)		25.13	hAT-2_DY	10	10
SRR2033160	FBti0019634	present	present	present	0	60	98.33(1/60)		17.22		12	12	60	100.00(0/60)		20.81		16	16
SRR2033160	FBti0063689	present	present	present	0	60	100.00(0/60)		15.01		8	8	60	100.00(0/60)		22.89		19	19
SRR2033160	FBti0018996	absent	present	polymorphic	2	60	100.00(0/60)		5.29		0	0	60	100.00(0/60)		12.46		6	6
SRR2033160	FBti0020014	absent	absent	absent	5	2	100.00(0/2)		3.64		0	0	0	0(0/0)		4.22		0	0
SRR2033160	FBti0019636		present	polymorphic		60	98.33(1/60)		14.70		4	4	60	100.00(0/60)		22.66	DNAREP1_DSim	14	14
SRR2033160	FBti0059799		present	polymorphic		12	100.00(0/12)		1.30	BEL-1_DRh-I	0	0	60	100.00(0/60)		2.26		1	1
SRR2033160	FBti0019054	absent	present	polymorphic	1	43	100.00(0/43)		1.69		0	0	60	100.00(0/60)		6.07		3	3
SRR2033160	FBti0019626	absent	present	polymorphic	1	60	100.00(0/60)		23.03	(AT)n	6	6	60	100.00(0/60)		15.37		9	9
SRR2033160	FBti0019648		present	polymorphic		60	100.00(0/60)		12.30	(TA)n	4	4	60	100.00(0/60)		10.89		9	9
SRR2033160	FBti0019246	present	present	present	0	60	100.00(0/60)		16.89		11	11	60	100.00(0/60)		17.99		12	12
SRR2033160	FBti0019002	absent	present	polymorphic	11	60	100.00(0/60)		8.86		3	3	60	100.00(0/60)		26.06		7	7
SRR2033160	FBti0062032	present	present	present	0	60	98.33(1/60)		19.44		13	13	60	98.33(1/60)		21.15		10	10
SRR2033160	FBti0018984		present	polymorphic		60	100.00(0/60)		6.62	(TAAAA)n	2	2	60	100.00(0/60)		20.43	BEL-1_DRh-I	12	12
SRR2033160	FBti0061935		present	polymorphic		60	100.00(0/60)		33.36	Gypsy-13_DSim-LTR	17	17	60	100.00(0/60)		38.26	DNAREP1_DSim	29	29
SRR2033160	FBti0018970	absent	present	polymorphic	7	60	100.00(0/60)		7.52		4	4	60	100.00(0/60)		14.30		4	4
SRR2033160	FBti0018893		present	polymorphic		60	100.00(0/60)		29.20	BEL-4_DFi-I	19	19	60	100.00(0/60)		14.46	BEL-4_DFi-I	8	8
SRR2033160	FBti0060580		present	polymorphic		60	100.00(0/60)		14.69		7	7	60	100.00(0/60)		15.64	DNAREP1_DSim	11	11
SRR2033160	FBti0060220		present	polymorphic		60	100.00(0/60)		8.31	Gypsy-4_DSim-I	6	6	60	100.00(0/60)		15.88	Gypsy-19_DEl-I	10	10
SRR2033160	FBti0020023	absent	present	polymorphic	3	60	100.00(0/60)		11.25		9	9	15	100.00(0/15)	poly(A)6	2.89		0	0
SRR2033160	FBti0059769	absent	present	polymorphic	3	60	100.00(0/60)		12.46		10	10	60	100.00(0/60)		10.44		4	4
SRR2033160	FBti0019434	present	present	present	0	60	100.00(0/60)		11.06		6	6	-8	0(0/0)		2.24	(AT)n	0	0
SRR2033160	FBti0020107	absent	present	polymorphic	3	60	100.00(0/60)		7.58		1	1	60	100.00(0/60)		10.64		4	4
SRR2033160	FBti0020224		present	polymorphic		60	100.00(0/60)		39.36	BEL-2_DSe-I	11	11	60	96.67(2/60)		24.60	BEL-2_DSe-LTR	12	12
SRR2033160	FBti0019116	absent	present	polymorphic	3	60	100.00(0/60)		6.81		4	4	60	100.00(0/60)		11.50		3	3
SRR2033160	FBti0019293	present	present	present	0	60	98.33(1/60)		13.05	Transib5	13	13	60	100.00(0/60)		21.08		15	15
SRR2033160	FBti0019587	absent	present	polymorphic	4	60	100.00(0/60)		13.93		5	5	60	100.00(0/60)		15.46		7	7
SRR2033160	FBti0062271		present	polymorphic		60	100.00(0/60)		32.44	Jockey-9_DY	25	25	60	100.00(0/60)		30.64	Jockey-9_DY	20	20
SRR2033160	FBti0019093	present	present	present	0	60	100.00(0/60)		28.24		21	21	60	100.00(0/60)	poly(A)4	10.42	(TA)n	8	8
SRR2033160	FBti0060970	present	present	present	0	60	100.00(0/60)		18.70		13	13	60	98.33(1/60)		20.89		14	14
SRR2033160	FBti0019153	present	present	present	0	60	100.00(0/60)		8.18		3	3	48	100.00(0/48)	poly(A)10	3.77		0	0
SRR2033160	FBti0064285	present	present	present	0	60	100.00(0/60)		26.48		11	11	60	100.00(0/60)		20.52		14	14
SRR2033160	FBti0020125		present	polymorphic		60	100.00(0/60)		6.59	(T)n	2	2	60	100.00(0/60)	poly(A)4	10.86	(CA)n	3	3
SRR2033160	FBti0019158	absent	present	polymorphic	2	60	100.00(0/60)		12.53	(AG)n	8	8	20	100.00(0/22)		3.59		0	0
SRR2033160	FBti0059927	present	present	present	0	60	100.00(0/60)		29.07		17	17	60	100.00(0/60)		24.49		13	13
SRR2033160	FBti0063889	present	present	present	0	60	100.00(0/60)		21.59		18	18	60	100.00(0/60)		27.27		23	23
SRR2033160	FBti0064246	present	present	present	0	60	100.00(0/60)		18.68		15	15	60	100.00(0/60)		15.59		7	7
SRR2033160	FBti0061771	present	present	present	0	60	100.00(0/60)		14.71		8	8	60	100.00(0/60)		19.21		14	14
SRR2033160	FBti0019495	absent	absent	absent	16	0	0(0/0)		6.44		0	0	11	90.91(1/11)		13.88		0	0
SRR2033160	FBti0020070	absent	present	polymorphic	5	60	100.00(0/60)		18.41		9	9	60	100.00(0/60)		18.70		10	10
SRR2033160	FBti0019541	absent	present	polymorphic	5	60	100.00(0/60)		19.41		8	8	60	100.00(0/60)		16.43		8	8
SRR2033160	FBti0063744		present	polymorphic		60	100.00(0/60)		6.95	FB4_DM	3	3	60	100.00(0/60)		9.36		4	4
SRR2033160	FBti0019182	absent	absent	absent	16	0	0(0/0)		4.94		0	0	2	100.00(0/2)		3.95		0	0
SRR2033160	FBti0019407	absent	present	polymorphic	1	-24	0(0/0)	poly(A)8	1.23		0	0	60	100.00(0/60)		8.16		7	7
SRR2033160	FBti0060028	present	present	present	0	60	100.00(0/60)		26.19		18	18	60	100.00(0/60)		27.85		19	19
SRR2033160	FBti0020422	present	present	present	0	60	100.00(0/60)		7.84		5	5	49	100.00(0/60)		3.18		0	0
SRR2033160	FBti0059795	present	present	present	0	60	100.00(0/60)		14.62		9	9	60	95.00(3/60)		15.21		9	9
SRR2033160	FBti0019443	present	present	present	0	60	100.00(0/60)		18.85	(CA)n	8	8	60	100.00(0/60)		20.83	(CA)n	5	5
SRR2033160	FBti0062808		present	polymorphic		60	98.33(1/60)		23.16	DNAREP1_DSim	16	16	60	100.00(0/60)		24.09	(AATATAT)n	21	21
SRR2033160	FBti0019474	present	present	present	0	60	100.00(0/60)		18.16		9	9	60	100.00(0/60)		25.71	Helitron-1_DEu	11	11
SRR2033160	FBti0064286		present	polymorphic		60	93.33(4/60)		23.24	CR1-2_DRh	15	15	60	98.33(1/60)		25.73	hAT-N1_DF	20	20
SRR2033160	FBti0020006		present	polymorphic		60	100.00(0/60)		7.91		5	5	60	100.00(0/60)		10.61	DNAREP1_DSim	6	6
SRR2033160	FBti0063941	present	present	present	0	60	100.00(0/60)		30.61		15	15	60	100.00(0/60)		19.33		3	3
SRR2033160	FBti0019455	present	present	present	0	60	100.00(0/60)		10.91		1	1	60	100.00(0/60)		15.18		7	7
SRR2033160	FBti0059663	present	present	present	0	60	98.33(1/60)		14.69	(ATTGTT)n	9	9	60	100.00(0/60)		14.43		4	4
SRR2033160	FBti0019445	absent	present	polymorphic	5	60	100.00(0/60)		17.18		5	5	60	100.00(0/60)		20.41		6	6
SRR2033160	FBti0019279	absent	present	polymorphic	7	60	100.00(0/60)		15.19		11	11	60	100.00(0/60)		10.28		8	8
SRR2033160	FBti0061533	present	present	present	0	60	98.33(1/60)		17.73		14	14	60	98.33(1/60)		7.91	DNAREP1_DSim	5	5
SRR2033160	FBti0061774	present	present	present	0	60	100.00(0/60)		21.07		10	10	60	100.00(0/60)		29.99		24	24
SRR2033160	FBti0019433	absent	present	polymorphic	1	60	100.00(0/60)		11.53		7	7	60	100.00(0/60)		6.08	A-rich	4	4
SRR2033160	FBti0061736		present	polymorphic		60	100.00(0/60)		30.69	BEL-12_DEl-I	21	21	60	100.00(0/60)		30.93	BEL-12_DEl-I	27	27
SRR2033160	FBti0062374		present	polymorphic		60	100.00(0/60)		37.70	MINIME_DN	22	22	60	100.00(0/60)		34.86		27	27
SRR2033160	FBti0062442		present	polymorphic		60	100.00(0/60)		6.40	DNAREP1_DSim	3	3	60	100.00(0/60)		30.16	hAT-1_DSi	10	10
SRR2033160	FBti0062249		present	polymorphic		60	100.00(0/60)		24.99		27	27	60	100.00(0/60)		22.84	Gypsy-20_DAn-I	9	9
SRR2033160	FBti0019018	absent	present	polymorphic	5	60	100.00(0/60)		18.64		8	8	60	100.00(0/60)		9.63		8	8
SRR2033160	FBti0020129	absent	present	polymorphic	12	60	100.00(0/60)		16.05		9	9	60	100.00(0/60)		13.16		13	13
SRR2033160	FBti0020167	absent	present	polymorphic	10	60	100.00(0/60)		10.56		7	7	60	100.00(0/60)		4.35		4	4
SRR2033160	FBti0019283		present	polymorphic		60	100.00(0/60)		13.91	DNAREP1_DSim	9	9	60	100.00(0/60)		17.38	DNAREP1_DSim	13	13
SRR2033160	FBti0063300	present	present	present	0	60	100.00(0/60)	poly(A)6	5.06	(AT)n	1	1	60	100.00(0/60)		22.34		15	15
SRR2033160	FBti0020158	absent	present	polymorphic	5	60	100.00(0/60)		12.49		3	3	60	100.00(0/60)		9.02		1	1
SRR2033160	FBti0019133	present	present	present	0	60	100.00(0/60)		4.33		0	0	60	100.00(0/60)		4.19		2	2
SRR2033160	FBti0060095		present	polymorphic		60	100.00(0/60)		22.14	(ATAG)n	17	17	60	100.00(0/60)		26.29	Gypsy-7_DSe-I	17	17
SRR2033160	FBti0020123	absent	present	polymorphic	10	60	100.00(0/60)		9.15		3	3	24	100.00(0/24)		5.22		0	0
SRR2033160	FBti0063697	present	present	present	0	60	98.33(1/60)		13.35		9	9	60	98.33(1/60)		16.55		8	8
SRR2033160	FBti0062252		present	polymorphic		60	100.00(0/60)		14.55		12	12	60	100.00(0/60)		25.41	Mariner-20_DAn	16	16
SRR2033160	FBti0019400	present	present	present	0	60	100.00(0/60)		42.10		25	25	60	100.00(0/60)		29.32		16	16
SRR2033160	FBti0020206	present	present	present	0	60	98.33(1/60)		19.32		8	8	60	100.00(0/60)		19.14		8	8
SRR2033160	FBti0060516		present	polymorphic		60	100.00(0/60)		31.43		23	23	60	100.00(0/60)		30.62	DNAREP1_DSim	17	17
SRR2033160	FBti0019144	absent	present	polymorphic	2	60	100.00(0/60)		11.36		3	3	60	100.00(0/60)		18.84	(GT)n	11	11
SRR2033160	FBti0061874	present	present	present	0	60	100.00(0/60)		63.12		43	43	60	100.00(0/60)		18.84	A-rich	13	13
SRR2033160	FBti0018904	absent	absent	absent	19	-2	0(0/0)	poly(A)5	9.24		0	0	-1	0(0/0)		6.42		0	0
SRR2033160	FBti0018973	present	present	present	0	60	100.00(0/60)		12.24		6	6	60	100.00(0/60)		13.46		11	11
SRR2033160	FBti0061801		present	polymorphic		60	100.00(0/60)		27.32	Gypsy-23_DEl-I	20	20	60	100.00(0/60)		19.08		8	8
SRR2033160	FBti0019470	absent	absent	absent	16	0	0(0/0)		5.48		0	0	1	100.00(0/1)		4.55		0	0
SRR2033160	FBti0019781	present	present	present	0	60	100.00(0/60)		9.76		7	7	60	100.00(0/60)		12.91		6	6
SRR2033160	FBti0019497	present	present	present	0	60	100.00(0/60)		11.93		3	3	60	100.00(0/60)		17.31		12	12
SRR2033160	FBti0019056		present	polymorphic		60	100.00(0/60)		12.18	Gypsy-22_DWil-I	8	8	60	100.00(0/60)		10.12		7	7
SRR2033160	FBti0018937	absent	present	polymorphic	3	60	100.00(0/60)		9.72		9	9	60	100.00(0/60)		5.17		2	2
SRR2033160	FBti0060121	present	present	present	0	60	100.00(0/60)		23.93	(ATTTATA)n	10	10	60	100.00(0/60)		18.98		14	14
SRR2033160	FBti0060620	present	present	present	0	60	100.00(0/60)		30.81		33	33	60	100.00(0/60)		19.07		19	19
SRR2033160	FBti0063050		present	polymorphic		60	100.00(0/60)		7.05	Gypsy12A_LTR	4	4	60	100.00(0/60)		4.61		1	1
SRR2033160	FBti0064081		present	polymorphic		60	100.00(0/60)		19.26	DNAREP1_DM	7	7	60	98.33(1/60)		23.02	DNAREP1_DM	19	19
SRR2033160	FBti0019386	absent	present	polymorphic	8	60	100.00(0/60)		29.79		13	13	60	100.00(0/60)		16.62		14	14
SRR2033160	FBti0061839	present	present	present	0	60	96.67(2/60)		24.79		15	15	60	96.67(2/60)		18.25		10	10
SRR2033160	FBti0019632	absent	present	polymorphic	7	60	100.00(0/60)		7.01		4	4	60	100.00(0/60)		12.07	(TT)n	8	8
SRR2033160	FBti0019162	absent	absent	absent	9	1	100.00(0/1)		6.12		0	0	-1	0(0/0)		6.97		0	0
SRR2033160	FBti0019157	absent	present	polymorphic	10	60	100.00(0/60)		8.97		1	1	60	100.00(0/60)		16.93		8	8
SRR2033160	FBti0020059	absent	present	polymorphic	4	60	100.00(0/60)		20.24		8	8	60	100.00(0/60)		20.04		7	7
SRR2033160	FBti0018998		present	polymorphic		60	100.00(0/60)		14.76	DNAREP1_DSim	6	6	60	100.00(0/60)		22.23	DNAREP1_DSim	10	10
SRR2033160	FBti0019077	absent	present	polymorphic	5	60	100.00(0/60)		10.49		5	5	60	100.00(0/60)		7.05		2	2
SRR2033160	FBti0019319	present	present	present	0	60	100.00(0/60)		14.60		8	8	60	100.00(0/60)		12.85		12	12
SRR2033160	FBti0063126	present	present	present	0	60	100.00(0/60)		24.48		15	15	60	100.00(0/60)		33.39		22	22
SRR2033160	FBti0020098		present	polymorphic		60	100.00(0/60)	poly(A)4	19.81		1	1	60	100.00(0/60)		5.89	Jockey-1_DYa	7	7
SRR2033160	FBti0019052	absent	present	polymorphic	3	60	100.00(0/60)		6.27		4	4	60	100.00(0/60)		9.24	(TAT)n	3	3
SRR2033160	FBti0019436	present	present	present	0	60	100.00(0/60)		6.12		4	4	60	100.00(0/60)		9.06		5	5
SRR2033160	FBti0019387	absent	absent	absent	16	-1	0(0/0)		7.88		0	0	-16	0(0/0)		3.12		0	0
SRR2033160	FBti0060795	present	present	present	0	60	100.00(0/60)		40.31		20	20	60	100.00(0/60)		30.66		14	14
SRR2033160	FBti0019191	present	absent	no_data	0	-10	0(0/0)		5.46		0	0	-9	0(0/0)	poly(A)12	4.23		0	0
SRR2033160	FBti0063589	present	present	present	0	60	100.00(0/60)		25.20		14	14	60	100.00(0/60)		27.46	Gypsy21-I_Dpse	12	12
SRR2033160	FBti0020037	absent	present	polymorphic	4	60	100.00(0/60)		15.34		7	7	60	100.00(0/60)		14.76		11	11
SRR2033160	FBti0020166	absent	present	polymorphic	4	60	100.00(0/60)		10.13		2	2	60	100.00(0/60)		15.21		11	11
SRR2033160	FBti0063452		present	polymorphic		60	100.00(0/60)		20.93	DNAREP1_DSim	16	16	60	100.00(0/60)		17.36	BEL-2_DEl-I	8	8
SRR2033160	FBti0019287	present	present	present	0	60	100.00(0/60)		17.27		12	12	60	100.00(0/60)		18.79		14	14
SRR2033160	FBti0018988	absent	present	polymorphic	1	14	100.00(0/31)		5.03		0	0	60	100.00(0/60)		11.04		4	4
SRR2033160	FBti0019316	present	present	present	0	60	100.00(0/60)		17.31		8	8	60	100.00(0/60)		11.79		6	6
SRR2033160	FBti0019086	absent	present	polymorphic	3	60	100.00(0/60)		10.19		4	4	60	100.00(0/60)	poly(A)4	19.64		15	15
SRR2033160	FBti0060255		present	polymorphic		60	98.33(1/60)		3.38		1	1	60	98.33(1/60)		21.08	HOBO	13	13
SRR2033160	FBti0059782	absent	present	polymorphic	4	60	100.00(0/60)		10.57	(TA)n	4	4	60	100.00(0/60)		16.34		3	3
SRR2033160	FBti0061162		present	polymorphic		60	100.00(0/60)		37.80	Copia-3_DEu-I	16	16	60	98.33(1/60)		40.51	Copia-3_DEu-I	26	26
SRR2033160	FBti0020313		present	polymorphic		60	100.00(0/60)		27.47		11	11	60	98.33(1/60)		20.14	DMRP1	7	7
SRR2033160	FBti0019274	present	present	present	0	60	100.00(0/60)		13.12		4	4	60	100.00(0/60)		17.82		5	5
SRR2033160	FBti0020159	absent	present	polymorphic	10	9	100.00(0/9)		4.37		0	0	60	100.00(0/60)		12.45		9	9
SRR2033160	FBti0064132		present	polymorphic		60	100.00(0/60)		21.38	DNAREP1_DSim	18	18	60	100.00(0/60)		18.79	PROTOP_B	8	8
SRR2033160	FBti0019416	present	present	present	0	60	100.00(0/60)		18.57		8	8	60	100.00(0/60)		10.22		4	4
SRR2033160	FBti0062910	present	present	present	0	60	100.00(0/60)		22.99		15	15	60	100.00(0/60)		23.99		11	11
SRR2033160	FBti0020113	present	present	present	0	60	100.00(0/60)		11.41		10	10	60	100.00(0/60)		13.22		8	8
SRR2033160	FBti0020227	present	present	present	0	60	100.00(0/60)		18.41		9	9	60	100.00(0/60)		32.00		15	15
SRR2033160	FBti0062238		present	polymorphic		60	98.33(1/60)		28.07		15	15	60	100.00(0/60)		17.52	PROTOP_B	8	8
SRR2033160	FBti0019345	present	present	present	0	60	100.00(0/60)		23.63		18	18	60	100.00(0/60)		12.09		4	4
SRR2033160	FBti0019747	absent	present	polymorphic	7	60	100.00(0/60)		8.38		5	5	60	100.00(0/60)		7.93		2	2
SRR2033160	FBti0062428		present	polymorphic		60	100.00(0/60)		13.45		11	11	60	100.00(0/60)		21.86	DNAREP1_DSim	13	13
SRR2033160	FBti0019771	present	present	present	0	60	100.00(0/60)		10.94		7	7	60	100.00(0/60)		19.10		16	16
SRR2033160	FBti0061805		present	polymorphic		60	100.00(0/60)		32.08		20	20	60	100.00(0/60)		39.18	BEL-12_DEl-I	21	21
SRR2033160	FBti0063530		present	polymorphic		60	100.00(0/60)		23.58		15	15	60	100.00(0/60)		27.11	Gypsy-26_DYa-LTR	19	19
SRR2033160	FBti0019152	absent	present	polymorphic	4	60	100.00(0/60)		9.57		5	5	60	100.00(0/60)		9.97		5	5
SRR2033160	FBti0064133		present	polymorphic		60	100.00(0/60)		21.04		15	15	60	100.00(0/60)		32.29	DNAREP1_DSim	27	27
